id,date,email,vehicle_id,operation_type,is_booked
9018,2021-11-30,email112@domain.com,6943,default,1
8588,2022-05-06,email185@domain.com,1314,default,0
1642,2022-05-10,email20373@domain.it,2208,automatic,0
1750,2022-05-10,email4077@domain.es,1461,default,0
5207,2022-04-11,email44074@domain.com,1232,automatic,0
2911,2021-07-17,email3781@domain.it,3353,automatic,0
4855,2021-09-19,email14371@domain.es,1100,automatic,1
8904,2021-12-10,email3464@domain.com,5074,automatic,0
1636,2022-01-21,email1436@domain.uk,2809,default,0
8383,2021-07-17,email28748@domain.it,1693,default,1
9960,2021-07-16,email6777@domain.uk,3190,default,0
2225,2021-07-05,email37643@domain.uk,5841,default,0
7725,2021-10-31,email6298@domain.com,4500,forced,0
501,2021-10-26,email12475@domain.it,4478,default,0
447,2021-11-06,email4699@domain.it,7648,default,0
2794,2022-06-15,email16034@domain.com,1396,default,0
3431,2022-03-27,email8790@domain.it,3951,default,0
1857,2021-12-12,email17448@domain.com,5139,default,0
6350,2022-02-27,email14470@domain.uk,5079,default,0
2239,2022-02-04,email578@domain.uk,380,automatic,0
3013,2021-09-21,email16784@domain.com,1973,default,0
433,2022-03-04,email1100@domain.es,6061,automatic,1
3223,2022-04-30,email4136@domain.com,1750,default,0
8960,2021-08-09,email1047@domain.it,8150,default,1
9361,2021-09-05,email11302@domain.com,4398,default,0
3329,2022-06-01,email16389@domain.com,2691,default,0
3918,2021-11-02,email2995@domain.it,3264,forced,0
4565,2021-08-10,email8680@domain.com,1055,forced,0
4487,2021-11-06,email685@domain.com,6053,default,0
2860,2021-10-06,email5097@domain.com,5054,automatic,0
3108,2022-05-24,email15433@domain.com,2199,default,0
5117,2022-03-27,email4641@domain.it,991,default,0
1251,2021-09-03,email1041@domain.it,1665,automatic,0
8416,2022-04-17,email354@domain.com,11,automatic,0
2520,2021-11-30,email45283@domain.it,1715,default,0
8227,2022-02-20,email23649@domain.com,736,default,0
842,2022-06-09,email4722@domain.com,472,default,0
8461,2022-02-01,email2843@domain.com,5039,default,0
681,2022-05-11,email17212@domain.com,6323,default,0
3430,2022-03-27,email10551@domain.it,3951,automatic,0
1911,2021-11-21,email11027@domain.it,3282,automatic,0
7596,2021-09-06,email13755@domain.it,23,default,0
1410,2021-10-08,email16661@domain.com,7178,automatic,1
1266,2021-10-31,email63@domain.it,907,default,0
5147,2022-05-29,email13981@domain.com,451,default,0
4762,2021-07-07,email7121@domain.uk,7051,automatic,0
5987,2021-10-10,email39907@domain.uk,3660,automatic,0
2904,2021-09-30,email844@domain.it,4051,default,0
4357,2021-09-23,email9836@domain.com,3117,default,0
2723,2022-04-12,email9162@domain.uk,3614,default,0
3644,2022-06-03,email650@domain.es,3937,default,1
7770,2021-07-28,email4367@domain.com,6027,forced,0
1277,2022-03-05,email5931@domain.it,6132,default,0
1303,2021-07-19,email23956@domain.com,1784,automatic,1
6588,2021-10-07,email11953@domain.uk,2626,default,0
4205,2022-06-30,email6667@domain.it,4376,automatic,0
8524,2022-04-18,email6800@domain.com,1414,automatic,0
9506,2021-08-11,email14050@domain.com,6277,automatic,0
1041,2021-10-20,email22167@domain.com,3215,default,0
4783,2021-09-08,email8342@domain.com,2452,default,0
4191,2021-12-05,email17093@domain.uk,8248,default,0
6056,2022-01-29,email1157@domain.com,6448,default,0
3014,2022-01-18,email14044@domain.uk,3659,default,0
1000,2021-09-25,email2503@domain.com,4194,default,0
1877,2022-04-08,email5653@domain.uk,3383,default,0
1140,2022-06-10,email16416@domain.com,6993,automatic,0
8266,2021-12-29,email8306@domain.com,5492,forced,0
5659,2021-08-15,email39974@domain.com,1684,default,0
7557,2021-07-22,email2804@domain.com,5663,default,0
5591,2022-04-09,email13088@domain.it,442,default,0
4166,2021-11-11,email10122@domain.com,2520,default,0
5426,2022-05-08,email9574@domain.com,6606,default,0
8949,2021-08-15,email1767@domain.com,1586,default,0
2351,2022-05-15,email3504@domain.com,605,forced,0
8230,2021-11-05,email5538@domain.es,7266,automatic,0
3616,2021-10-11,email17873@domain.it,3108,default,0
7396,2022-05-08,email17604@domain.it,6314,default,0
7237,2021-11-05,email18166@domain.com,7346,automatic,0
5201,2022-03-20,email2292@domain.es,1781,default,0
2413,2022-03-04,email13036@domain.com,4551,forced,0
1138,2021-08-06,email11921@domain.it,2859,default,0
2146,2021-11-26,email14780@domain.it,8441,default,0
2054,2021-12-07,email15743@domain.com,7657,forced,0
5494,2022-01-14,email2205@domain.com,7814,forced,0
3018,2022-03-18,email6923@domain.com,5868,default,0
9496,2021-11-30,email232@domain.com,4770,default,1
799,2022-02-16,email12293@domain.com,7774,default,1
4152,2021-10-23,email8363@domain.it,6276,default,0
8743,2022-01-01,email13755@domain.it,4297,default,0
6901,2022-05-15,email2910@domain.com,2342,default,0
1452,2021-09-28,email7295@domain.it,5294,default,1
6019,2022-03-20,email5133@domain.com,7639,default,0
8308,2022-03-06,email31466@domain.uk,546,default,1
9268,2022-01-16,email21249@domain.it,4752,default,0
1306,2021-07-07,email6046@domain.com,1934,default,0
3293,2021-09-11,email1335@domain.es,6932,default,0
2134,2021-08-15,email12375@domain.es,2889,automatic,1
6006,2021-07-16,email17214@domain.com,1628,automatic,0
1139,2022-03-16,email2712@domain.es,5293,forced,0
2337,2021-11-21,email18099@domain.com,6640,forced,0
8307,2022-03-06,email4839@domain.uk,546,automatic,0
5324,2022-04-07,email2848@domain.com,3299,automatic,0
9372,2022-06-23,email660@domain.it,4364,default,0
6308,2021-11-21,email24140@domain.com,1662,default,0
1808,2021-12-09,email4915@domain.uk,7360,automatic,0
9477,2022-01-02,email8214@domain.uk,4520,default,1
2938,2022-02-12,email10979@domain.uk,7095,automatic,0
2544,2022-04-06,email7279@domain.com,7423,forced,0
6775,2021-10-31,email10290@domain.it,1905,default,0
1416,2022-02-18,email5037@domain.it,807,automatic,0
713,2021-11-04,email9928@domain.it,6164,default,0
1964,2021-09-11,email8456@domain.com,3854,forced,0
1445,2021-11-03,email732@domain.com,7390,default,0
9751,2022-01-14,email7173@domain.com,4830,default,0
1446,2021-07-23,email2464@domain.it,8154,default,1
9773,2021-10-21,email11796@domain.com,4674,forced,0
4458,2022-02-28,email25079@domain.com,2185,automatic,0
8818,2022-05-31,email582@domain.uk,2066,default,1
3626,2021-09-08,email1175@domain.com,1513,automatic,0
8237,2021-10-22,email2140@domain.com,770,default,0
9041,2022-04-19,email6099@domain.com,3649,default,0
530,2022-06-20,email128@domain.it,2487,default,1
9146,2021-10-28,email4542@domain.it,4443,default,0
9974,2022-01-23,email13042@domain.es,75,default,0
1834,2022-06-22,email3542@domain.it,5323,default,0
9874,2021-10-14,email18461@domain.uk,8432,automatic,0
4095,2021-08-22,email24224@domain.it,5041,automatic,0
67,2021-11-03,email8607@domain.it,7927,default,0
7104,2021-07-28,email4801@domain.com,1696,default,0
620,2021-07-13,email492@domain.it,528,default,0
6101,2021-09-21,email9296@domain.com,7770,default,0
5821,2021-08-05,email5559@domain.uk,5528,default,0
1950,2022-06-02,email3438@domain.com,4692,default,0
830,2021-10-31,email22470@domain.com,4848,default,0
5314,2021-11-24,email35086@domain.uk,8601,automatic,0
1544,2021-12-15,email6014@domain.com,7223,automatic,0
4505,2021-11-04,email981@domain.com,901,default,0
7107,2022-04-06,email6618@domain.uk,5123,default,0
9090,2022-06-08,email2962@domain.com,3072,default,0
8656,2022-01-02,email24796@domain.com,1218,automatic,0
3141,2021-09-22,email1927@domain.it,3695,automatic,0
5197,2022-05-20,email17328@domain.es,3020,default,0
2312,2021-10-03,email6583@domain.it,1576,default,0
8678,2022-04-11,email1725@domain.it,2611,automatic,1
7861,2022-06-05,email192@domain.uk,3433,automatic,0
3681,2022-04-09,email6283@domain.it,176,automatic,0
8681,2022-02-10,email4468@domain.es,4308,default,1
2178,2021-08-16,email29424@domain.uk,3153,automatic,1
996,2021-10-27,email301@domain.uk,5654,default,1
1733,2021-08-12,email11346@domain.com,7321,default,0
3594,2021-08-22,email11116@domain.it,4483,default,0
267,2022-04-14,email2284@domain.com,5376,forced,0
8501,2021-07-10,email29620@domain.com,1340,default,0
2845,2022-03-02,email6350@domain.es,6464,default,0
4001,2022-03-31,email14153@domain.it,4315,forced,0
6313,2021-11-27,email29074@domain.com,7943,automatic,0
6847,2022-03-08,email39104@domain.uk,717,automatic,0
889,2021-10-16,email22175@domain.com,4256,default,0
7088,2022-03-25,email6377@domain.es,7810,default,1
6496,2022-02-23,email889@domain.it,5804,default,0
7588,2021-12-03,email5198@domain.it,5359,default,0
1735,2022-04-13,email4886@domain.com,2870,default,0
1585,2021-09-23,email4135@domain.it,1890,default,0
3455,2022-06-03,email4448@domain.com,6544,automatic,0
885,2021-09-01,email5888@domain.com,2785,default,0
2022,2022-04-04,email1802@domain.uk,3393,default,0
4361,2022-03-13,email8984@domain.com,8370,default,0
2275,2021-07-01,email7989@domain.es,7965,default,0
6630,2022-05-09,email33169@domain.it,5547,default,0
7697,2022-01-06,email1870@domain.com,6597,default,0
2971,2021-10-04,email465@domain.es,1994,default,0
3449,2022-04-30,email1952@domain.es,3595,automatic,0
383,2022-04-07,email3515@domain.it,1786,default,0
7700,2022-04-11,email6444@domain.com,6698,default,0
6798,2022-03-03,email2757@domain.com,2291,default,0
9553,2021-07-22,email82@domain.it,3763,default,0
8056,2021-12-19,email753@domain.it,200,default,0
9371,2021-10-23,email19261@domain.es,4694,default,0
8885,2021-09-09,email2934@domain.it,3095,automatic,0
8601,2022-01-08,email1139@domain.it,763,forced,1
434,2021-10-06,email12833@domain.it,3021,default,0
1547,2021-08-21,email5643@domain.com,2044,automatic,0
9204,2021-12-04,email13182@domain.com,5968,default,1
7254,2021-10-06,email8143@domain.it,7417,default,0
8602,2022-01-09,email3240@domain.com,8469,default,0
484,2021-11-03,email36759@domain.com,6452,automatic,0
3651,2022-04-06,email17368@domain.it,1166,default,1
4944,2021-10-15,email44308@domain.com,3484,default,1
6902,2021-07-12,email2274@domain.it,3658,default,0
6470,2021-07-16,email27619@domain.com,6921,default,0
744,2022-05-31,email7491@domain.it,5083,default,1
6406,2022-03-24,email5596@domain.uk,110,automatic,0
8157,2021-12-13,email1474@domain.uk,7606,default,0
5527,2021-11-26,email6998@domain.es,2717,default,0
5413,2022-04-08,email10341@domain.es,2917,forced,0
6460,2021-07-17,email14172@domain.it,5195,default,0
2785,2022-02-03,email16060@domain.it,34,default,0
580,2021-09-02,email6214@domain.com,458,default,0
6541,2021-10-11,email15910@domain.com,2571,default,0
7401,2021-11-13,email1389@domain.it,6184,default,0
1618,2021-10-25,email12183@domain.com,1321,default,0
6072,2021-11-04,email909@domain.es,8413,default,0
2399,2021-12-04,email5517@domain.it,7981,default,0
7344,2021-12-15,email1732@domain.uk,6822,default,0
4915,2022-06-04,email7517@domain.com,231,automatic,1
7938,2021-07-16,email27622@domain.es,8386,default,0
9232,2022-03-29,email7821@domain.es,675,default,0
1168,2022-05-21,email2920@domain.es,3997,default,0
7652,2022-02-22,email24747@domain.com,1228,automatic,0
6027,2021-10-26,email17544@domain.com,2009,default,0
6595,2022-06-24,email4689@domain.com,7270,automatic,0
9500,2021-11-22,email7633@domain.com,4352,default,0
1241,2022-06-04,email4555@domain.com,7942,default,0
140,2021-09-06,email11897@domain.es,7400,default,0
8346,2022-04-06,email2508@domain.uk,1676,default,0
9799,2021-11-11,email20038@domain.it,7323,automatic,0
8084,2022-06-04,email29847@domain.es,1969,default,0
5475,2022-04-21,email3333@domain.uk,6020,automatic,0
4769,2021-07-29,email438@domain.com,438,default,0
716,2021-11-04,email7447@domain.it,8085,default,0
7117,2022-05-11,email3658@domain.es,4429,default,0
1062,2022-01-29,email6211@domain.com,5947,automatic,0
9579,2021-08-11,email4304@domain.uk,3975,default,0
7190,2021-10-08,email1636@domain.it,245,default,0
3753,2021-07-14,email10003@domain.it,706,default,0
2864,2022-05-20,email104@domain.it,5306,default,0
8722,2021-09-29,email1890@domain.uk,7248,default,0
6655,2022-05-10,email7681@domain.es,1588,default,0
3454,2022-05-15,email1821@domain.it,4467,automatic,0
2599,2021-11-10,email14476@domain.it,5523,default,0
3874,2022-03-27,email21361@domain.it,64,default,1
5486,2022-06-27,email1327@domain.it,7479,automatic,0
827,2022-03-20,email23501@domain.uk,1887,default,0
7137,2022-06-08,email3049@domain.it,1481,default,0
4649,2021-09-18,email6552@domain.com,270,automatic,0
6790,2021-09-01,email8001@domain.it,1900,automatic,0
2558,2021-07-09,email773@domain.com,1341,default,1
1170,2021-08-03,email4022@domain.es,7540,default,0
4403,2022-04-04,email5288@domain.it,741,default,0
9178,2022-05-11,email11125@domain.com,6321,automatic,0
8699,2022-01-21,email13771@domain.uk,2416,default,0
6210,2022-02-27,email37549@domain.es,3099,default,0
2416,2021-09-29,email5723@domain.uk,1475,default,0
426,2021-09-10,email4821@domain.com,7396,automatic,0
6774,2022-01-09,email24@domain.it,1732,default,1
6104,2021-09-01,email14765@domain.it,8438,default,0
6583,2021-10-26,email270@domain.com,3280,default,0
4313,2021-10-29,email3555@domain.com,7711,automatic,0
707,2021-11-15,email2388@domain.com,2364,default,0
5594,2021-07-22,email31439@domain.it,7149,forced,0
214,2021-11-26,email5513@domain.it,5062,default,0
9464,2021-07-06,email10009@domain.com,7929,default,0
3541,2022-01-07,email5331@domain.com,7742,forced,0
4372,2022-03-23,email65354@domain.es,6587,automatic,0
7264,2021-09-09,email2861@domain.es,302,default,0
8413,2022-03-01,email1482@domain.uk,6615,default,0
910,2022-01-15,email21014@domain.it,1747,default,0
212,2022-01-14,email78@domain.com,465,forced,0
9690,2022-04-06,email4405@domain.it,4716,automatic,0
1676,2022-01-23,email6795@domain.it,109,default,0
3665,2022-04-06,email9084@domain.it,640,automatic,1
4543,2022-04-08,email9681@domain.it,2507,default,0
9616,2022-06-07,email4151@domain.com,7368,default,0
6887,2021-07-19,email10237@domain.es,7769,default,0
3080,2021-07-13,email64466@domain.it,5000,default,0
9513,2022-05-17,email20673@domain.it,8036,automatic,0
3924,2021-07-12,email1679@domain.com,733,default,0
7440,2022-02-25,email26372@domain.it,5953,default,0
8439,2022-06-06,email32176@domain.com,1707,default,0
1833,2022-06-30,email36498@domain.it,3689,automatic,1
4501,2022-06-05,email938@domain.it,3840,default,0
5836,2022-05-17,email1638@domain.it,3477,default,0
1745,2021-11-22,email6073@domain.it,643,default,1
3344,2021-10-15,email30625@domain.es,2550,default,0
930,2021-07-19,email7422@domain.com,6579,automatic,0
9382,2022-02-07,email2101@domain.com,8305,automatic,1
6725,2021-09-10,email45538@domain.com,3283,default,1
5014,2021-07-25,email3408@domain.it,7680,automatic,0
8906,2022-04-01,email27037@domain.uk,490,default,0
3798,2021-12-29,email24714@domain.com,3913,automatic,0
3913,2022-04-30,email5622@domain.com,678,automatic,1
6388,2021-07-25,email18903@domain.it,6068,default,0
3219,2021-08-09,email3461@domain.it,7858,default,0
6715,2022-01-30,email21182@domain.uk,1365,default,0
8736,2022-05-19,email93@domain.uk,949,automatic,0
1762,2021-11-25,email32994@domain.it,5097,default,0
6481,2021-12-24,email9639@domain.uk,2203,automatic,1
9612,2021-11-20,email9011@domain.es,8110,forced,0
5492,2021-10-08,email8031@domain.com,1692,default,1
8888,2022-01-25,email5265@domain.it,2067,default,1
7523,2021-11-07,email106@domain.com,2092,default,1
5947,2022-04-01,email626@domain.uk,1482,default,0
9709,2022-05-08,email9265@domain.com,3837,default,0
7614,2021-07-18,email5962@domain.it,3824,default,0
5190,2022-04-25,email1671@domain.it,8585,default,0
2283,2022-04-08,email6731@domain.es,3139,default,0
8008,2021-07-11,email4187@domain.it,2993,default,0
3624,2022-02-14,email12455@domain.it,818,automatic,0
2725,2021-10-05,email20324@domain.it,855,default,0
8192,2022-01-26,email4163@domain.com,1245,forced,1
4081,2022-01-15,email3885@domain.it,379,default,0
2282,2021-08-05,email15462@domain.com,6673,default,0
9363,2022-04-06,email12130@domain.com,3135,automatic,0
3741,2022-01-08,email4447@domain.it,4341,default,0
8302,2022-03-14,email12742@domain.com,5941,automatic,0
6322,2021-08-25,email6294@domain.it,556,default,0
9359,2021-08-02,email4384@domain.com,4398,default,0
2446,2021-11-04,email20638@domain.uk,2294,default,0
4452,2022-02-06,email3926@domain.com,894,default,0
4802,2021-10-29,email12113@domain.com,3531,default,0
9967,2022-06-29,email3727@domain.it,522,default,0
3463,2022-04-24,email6341@domain.com,1295,default,0
1007,2022-01-06,email11794@domain.it,5326,automatic,1
1711,2021-11-25,email3650@domain.com,8065,default,0
6352,2021-10-13,email4882@domain.com,275,default,0
4835,2021-11-24,email2262@domain.es,2654,default,0
96,2021-09-17,email279@domain.es,4320,default,0
3248,2022-01-21,email3440@domain.uk,5637,default,0
6382,2021-08-24,email18285@domain.com,2578,default,0
9009,2022-01-27,email18819@domain.es,8288,default,0
8135,2022-02-28,email20246@domain.it,6852,default,0
7976,2021-08-04,email11820@domain.it,6937,forced,0
215,2022-01-08,email5838@domain.uk,8280,forced,1
7526,2021-09-08,email6366@domain.it,3259,default,0
1807,2021-10-01,email11191@domain.it,1062,forced,0
4314,2022-01-30,email853@domain.com,5689,default,0
5225,2021-09-02,email3581@domain.com,7195,default,0
1496,2021-10-09,email1774@domain.it,2053,default,0
2896,2022-06-20,email1872@domain.com,6859,default,1
2617,2022-06-12,email9100@domain.com,7547,forced,0
9770,2021-11-12,email5111@domain.com,8318,default,0
1314,2021-09-08,email2347@domain.uk,152,default,0
817,2022-01-12,email9083@domain.it,3122,default,0
1607,2021-10-20,email6547@domain.com,5534,default,0
6618,2021-10-21,email21931@domain.es,8034,automatic,0
179,2022-04-09,email1740@domain.uk,3848,default,0
438,2022-02-24,email6425@domain.com,2838,default,0
7128,2022-05-01,email2862@domain.com,4640,default,0
4096,2021-08-22,email12327@domain.it,5041,automatic,0
522,2022-03-16,email5152@domain.com,6938,forced,0
5325,2021-11-30,email10020@domain.es,2851,default,0
8088,2021-08-17,email6959@domain.es,5844,default,0
8099,2021-10-25,email813@domain.it,1182,default,0
3474,2022-04-08,email8846@domain.com,2099,default,0
6932,2022-02-11,email9380@domain.com,2603,automatic,0
2719,2022-03-27,email6454@domain.es,6949,automatic,1
3749,2021-12-31,email11306@domain.com,105,default,0
4700,2022-05-09,email1456@domain.es,2586,default,0
6413,2022-01-18,email8019@domain.it,6079,default,0
8254,2021-08-16,email1502@domain.com,1383,default,0
4983,2021-11-30,email3132@domain.uk,436,forced,0
5789,2022-01-23,email8145@domain.it,1096,automatic,0
8282,2021-08-15,email7803@domain.it,5038,default,0
1195,2022-05-05,email8961@domain.com,2100,default,0
8470,2022-06-03,email7386@domain.com,5733,default,0
5513,2021-10-27,email13914@domain.it,493,default,0
7883,2021-11-04,email9522@domain.it,2882,automatic,0
5346,2022-04-04,email28843@domain.it,6591,forced,0
5876,2022-02-28,email2645@domain.uk,8270,default,0
5206,2021-08-03,email31241@domain.com,1126,default,0
7010,2021-11-24,email308@domain.uk,7776,default,0
1816,2022-06-01,email1201@domain.es,3958,default,1
1455,2021-07-07,email18134@domain.com,4570,default,0
727,2022-04-30,email3239@domain.com,8395,default,0
7708,2021-12-31,email1335@domain.it,5260,default,0
3255,2021-07-18,email256@domain.it,4786,automatic,0
5473,2022-02-05,email10480@domain.es,274,automatic,0
5862,2022-03-02,email10271@domain.es,3421,forced,0
7301,2022-06-23,email2583@domain.uk,5572,default,1
5739,2022-03-06,email4803@domain.uk,1874,default,0
3161,2022-01-10,email13759@domain.it,8659,default,0
7141,2022-01-03,email622@domain.com,6306,automatic,0
5450,2021-07-27,email2086@domain.com,6525,automatic,0
1851,2021-07-31,email11868@domain.it,4981,forced,1
8549,2022-03-03,email1806@domain.com,98,default,0
7234,2022-03-02,email5711@domain.com,3900,default,0
8322,2021-07-29,email5474@domain.it,7916,default,0
7327,2021-12-15,email1688@domain.uk,8099,default,0
3989,2022-04-18,email21016@domain.uk,7245,automatic,0
9659,2022-04-18,email3583@domain.com,6871,default,0
1606,2022-04-06,email2036@domain.it,7221,default,1
4630,2022-05-12,email6809@domain.it,3092,default,0
665,2021-07-12,email31237@domain.es,1523,default,0
1885,2022-04-08,email1457@domain.com,5605,default,0
7212,2021-09-14,email840@domain.it,5690,default,0
4327,2021-11-19,email2652@domain.es,8568,automatic,0
4195,2022-05-23,email1148@domain.uk,7817,default,1
7084,2021-12-29,email17303@domain.com,6589,default,0
3392,2022-05-13,email3237@domain.com,968,default,0
4675,2022-06-21,email12309@domain.com,8054,default,0
4397,2022-04-02,email1413@domain.es,8252,default,0
386,2021-11-24,email1503@domain.com,6320,default,0
9602,2021-09-28,email6835@domain.it,4713,default,0
6279,2021-09-08,email7840@domain.com,14,default,0
3668,2021-11-17,email3765@domain.com,3538,default,0
5684,2021-10-26,email23481@domain.com,1883,forced,0
892,2021-08-12,email15195@domain.es,3503,default,0
3588,2021-10-17,email1228@domain.com,2121,default,0
7696,2021-09-05,email6070@domain.es,5121,default,0
4656,2022-06-09,email48294@domain.es,896,default,0
6705,2021-07-11,email1268@domain.uk,3227,default,0
591,2021-11-05,email1373@domain.com,5980,forced,1
2999,2022-01-03,email1799@domain.com,2148,default,0
4556,2021-08-15,email699@domain.com,1478,automatic,0
8945,2021-12-22,email906@domain.com,1743,default,0
1684,2021-09-24,email12225@domain.com,3996,default,1
221,2021-12-18,email10028@domain.uk,7941,automatic,0
7407,2022-02-11,email9366@domain.com,1077,automatic,0
6669,2022-02-10,email9042@domain.uk,3822,default,0
175,2021-12-03,email1087@domain.it,1492,default,0
9905,2021-11-27,email10622@domain.es,4098,forced,0
7295,2021-09-19,email5995@domain.com,7398,automatic,1
2281,2021-11-27,email1863@domain.it,8320,default,0
3007,2021-10-22,email5794@domain.uk,5854,automatic,0
5543,2021-10-31,email6344@domain.it,1387,default,0
310,2021-09-11,email8616@domain.com,2288,default,0
8294,2021-07-15,email41804@domain.it,4122,default,0
8435,2022-04-24,email3936@domain.uk,7484,default,0
4842,2021-11-17,email7735@domain.it,2376,default,0
6105,2021-12-28,email6478@domain.it,1910,automatic,0
1342,2021-10-24,email14711@domain.it,1066,forced,0
8493,2021-10-16,email3629@domain.uk,5077,default,0
9245,2022-06-06,email13284@domain.it,1180,automatic,1
7703,2022-02-21,email3982@domain.es,5163,default,0
4256,2021-11-18,email14622@domain.it,3308,default,0
9163,2021-12-28,email2601@domain.it,3462,default,0
2937,2022-05-19,email503@domain.com,5380,default,0
2089,2021-12-25,email6915@domain.com,4134,default,1
2623,2021-08-08,email17816@domain.it,615,automatic,0
6818,2021-09-22,email15568@domain.com,5884,automatic,0
8011,2021-12-23,email618@domain.it,5397,default,0
2267,2022-04-08,email2056@domain.com,4167,forced,1
5864,2021-08-31,email7512@domain.it,1490,forced,0
1171,2021-12-18,email18498@domain.com,3300,automatic,0
2804,2021-07-31,email42@domain.it,7836,automatic,0
5321,2021-08-18,email4931@domain.com,3511,default,0
558,2021-09-09,email23758@domain.com,2320,default,0
639,2022-06-18,email8719@domain.it,57,automatic,0
85,2021-12-28,email1519@domain.es,134,default,0
3078,2021-10-14,email19095@domain.com,4904,default,0
4307,2022-05-22,email6930@domain.com,5137,default,0
432,2021-12-15,email258@domain.it,6770,default,0
6031,2022-05-25,email10505@domain.it,159,default,0
7157,2021-08-01,email6042@domain.it,2284,forced,1
3450,2022-05-22,email3447@domain.com,5070,default,1
1561,2022-01-06,email42409@domain.it,7861,forced,0
9013,2022-06-22,email1772@domain.es,6951,default,0
3822,2021-08-08,email12225@domain.uk,1733,automatic,0
816,2022-01-13,email11839@domain.it,3122,default,0
8065,2021-09-09,email3779@domain.uk,7854,forced,0
5461,2021-07-14,email12489@domain.com,5623,default,1
9333,2021-10-07,email618@domain.it,6939,automatic,0
2818,2022-04-18,email11865@domain.com,1372,default,0
8763,2022-03-31,email3385@domain.it,5599,default,0
9417,2021-09-12,email14512@domain.it,6583,default,0
9,2022-03-06,email3684@domain.es,455,default,0
7613,2021-11-21,email31208@domain.com,331,automatic,0
3197,2022-05-22,email10790@domain.com,7442,default,0
7857,2022-01-07,email12447@domain.com,564,default,0
9954,2022-04-15,email8151@domain.com,7904,automatic,0
2855,2021-08-15,email407@domain.it,6400,default,0
5187,2021-08-18,email1570@domain.com,7595,automatic,1
9569,2022-04-08,email7656@domain.it,2467,default,0
4249,2021-10-01,email13456@domain.uk,6828,automatic,0
1043,2021-09-12,email29790@domain.it,3475,automatic,0
6028,2021-08-10,email3288@domain.it,7565,default,1
400,2021-12-10,email4090@domain.com,5156,default,0
9630,2022-04-11,email6077@domain.it,502,default,1
1520,2021-09-16,email965@domain.com,7997,forced,0
602,2022-01-27,email4940@domain.com,4310,forced,0
6975,2021-07-02,email3695@domain.com,5317,default,0
5476,2021-09-22,email8236@domain.com,6247,default,0
888,2021-10-26,email21257@domain.com,1292,forced,0
1692,2022-03-29,email14787@domain.com,3604,default,0
3848,2021-12-23,email11784@domain.es,7570,default,0
935,2021-12-10,email16679@domain.com,2232,default,0
2332,2021-09-10,email37503@domain.uk,2749,default,0
3043,2022-01-30,email23348@domain.com,7691,automatic,0
7565,2021-07-09,email9595@domain.com,6259,default,0
628,2022-01-30,email4399@domain.com,233,automatic,0
4716,2021-08-08,email3597@domain.it,3799,default,0
3021,2022-05-25,email3591@domain.com,3460,default,0
3520,2021-08-04,email7946@domain.com,4665,automatic,0
3527,2021-08-12,email2054@domain.it,8414,forced,0
1769,2022-03-01,email1846@domain.it,878,default,0
3675,2022-04-21,email9202@domain.it,4405,default,1
2306,2021-10-17,email2136@domain.it,1221,default,0
330,2022-06-19,email7545@domain.com,3459,default,1
8127,2021-10-24,email5810@domain.com,5036,automatic,0
4387,2021-10-02,email48780@domain.it,3977,default,0
6071,2022-02-24,email1256@domain.uk,6107,default,0
4225,2021-11-04,email9830@domain.com,4675,default,0
98,2022-04-07,email566@domain.com,1169,default,0
5318,2021-08-22,email705@domain.es,3739,default,0
4110,2022-01-07,email8300@domain.it,6754,default,0
1921,2022-04-06,email19635@domain.com,84,default,1
9298,2021-11-27,email12470@domain.it,4689,default,0
2456,2021-11-27,email1819@domain.uk,6788,default,0
8092,2021-10-28,email16291@domain.com,3420,default,0
9303,2021-09-08,email1251@domain.it,1581,default,0
3029,2021-09-22,email9117@domain.com,3944,default,1
6654,2022-04-25,email4123@domain.es,1588,default,0
5003,2022-04-08,email3507@domain.com,3636,default,0
5536,2021-10-29,email22633@domain.it,757,default,0
2618,2022-04-19,email38463@domain.com,7862,default,0
4999,2021-10-28,email11586@domain.com,4550,automatic,0
3814,2022-04-11,email9097@domain.com,1472,default,0
2322,2021-09-11,email17554@domain.com,4556,default,0
7054,2021-11-06,email13498@domain.it,1276,default,0
482,2021-10-19,email1236@domain.es,1154,default,0
3601,2022-01-28,email16367@domain.com,2327,automatic,0
273,2022-03-07,email3165@domain.it,3066,automatic,0
645,2021-12-18,email10463@domain.com,1459,default,0
5943,2022-01-19,email1150@domain.it,7259,default,0
9808,2021-09-09,email3754@domain.it,5002,automatic,0
4373,2021-10-10,email1560@domain.it,5983,automatic,0
4376,2021-11-14,email36768@domain.com,7655,default,0
9900,2021-09-30,email23481@domain.com,5082,automatic,0
8806,2022-01-17,email9849@domain.it,7843,default,0
7924,2021-08-09,email17040@domain.it,811,default,0
1399,2021-11-26,email17031@domain.com,1181,default,0
5505,2021-11-02,email33381@domain.it,2801,automatic,0
2575,2022-04-19,email25571@domain.com,1683,default,0
7873,2021-11-15,email18505@domain.com,8255,default,0
1863,2021-10-06,email3421@domain.it,2744,default,0
5999,2021-10-01,email8272@domain.com,246,default,0
9566,2022-04-09,email12129@domain.es,1075,default,0
8478,2021-08-22,email23167@domain.it,2903,automatic,0
4033,2021-11-03,email3813@domain.com,4967,default,0
1200,2021-10-21,email5551@domain.it,7322,forced,0
